store_id,sku_id,system_stock,physical_stock,stockout,stock_variance,inventory_accuracy_pct
ST086,SKU0438,31,46,No,15,100.0
ST004,SKU0239,36,35,No,-1,97.2
ST095,SKU0424,26,42,No,16,100.0
ST083,SKU0164,34,48,No,14,100.0
ST057,SKU0401,31,29,No,-2,93.5
ST081,SKU0273,35,35,No,0,100.0
ST045,SKU0380,29,29,No,0,100.0
ST065,SKU0189,27,24,No,-3,88.9
ST058,SKU0424,37,43,No,6,100.0
ST004,SKU0357,28,11,No,-17,39.3
ST033,SKU0092,43,43,No,0,100.0
ST006,SKU0483,41,50,No,9,100.0
ST063,SKU0410,39,22,No,-17,56.4
ST038,SKU0191,34,50,No,16,100.0
ST007,SKU0140,39,41,No,2,100.0
ST091,SKU0344,26,40,No,14,100.0
ST036,SKU0065,41,47,No,6,100.0
ST068,SKU0455,29,30,No,1,100.0
ST099,SKU0461,49,54,No,5,100.0
ST080,SKU0213,29,31,No,2,100.0
ST008,SKU0371,43,28,No,-15,65.1
ST018,SKU0035,34,42,No,8,100.0
ST070,SKU0341,25,17,No,-8,68.0
ST053,SKU0068,36,20,No,-16,55.6
ST031,SKU0086,34,32,No,-2,94.1
ST100,SKU0383,31,15,No,-16,48.4
ST039,SKU0166,45,37,No,-8,82.2
ST081,SKU0443,35,42,No,7,100.0
ST044,SKU0047,34,38,No,4,100.0
ST048,SKU0063,40,57,No,17,100.0
ST046,SKU0328,33,22,No,-11,66.7
ST065,SKU0330,31,26,No,-5,83.9
ST068,SKU0448,30,22,No,-8,73.3
ST014,SKU0043,36,40,No,4,100.0
ST027,SKU0470,29,32,No,3,100.0
ST052,SKU0280,35,47,No,12,100.0
ST004,SKU0306,34,30,No,-4,88.2
ST006,SKU0208,37,54,No,17,100.0
ST058,SKU0017,43,50,No,7,100.0
ST057,SKU0002,21,17,No,-4,81.0
ST081,SKU0117,28,30,No,2,100.0
ST023,SKU0237,40,52,No,12,100.0
ST072,SKU0207,25,21,No,-4,84.0
ST088,SKU0435,39,32,No,-7,82.1
ST098,SKU0278,36,41,No,5,100.0
ST043,SKU0111,41,46,No,5,100.0
ST011,SKU0492,38,40,No,2,100.0
ST055,SKU0129,23,18,No,-5,78.3
ST038,SKU0229,27,38,No,11,100.0
ST082,SKU0221,24,25,No,1,100.0
ST067,SKU0449,45,56,No,11,100.0
ST065,SKU0107,41,54,No,13,100.0
ST089,SKU0488,46,43,No,-3,93.5
ST057,SKU0415,30,15,No,-15,50.0
ST030,SKU0381,40,35,No,-5,87.5
ST038,SKU0123,41,38,No,-3,92.7
ST037,SKU0084,34,32,No,-2,94.1
ST056,SKU0375,34,32,No,-2,94.1
ST057,SKU0500,32,28,No,-4,87.5
ST049,SKU0351,23,30,No,7,100.0
ST005,SKU0094,39,27,No,-12,69.2
ST013,SKU0274,33,36,No,3,100.0
ST089,SKU0423,36,25,No,-11,69.4
ST073,SKU0379,37,36,No,-1,97.3
ST036,SKU0163,29,15,No,-14,51.7
ST077,SKU0362,39,32,No,-7,82.1
ST017,SKU0375,33,25,No,-8,75.8
ST019,SKU0451,41,37,No,-4,90.2
ST092,SKU0231,32,32,No,0,100.0
ST044,SKU0476,39,25,No,-14,64.1
ST094,SKU0162,31,38,No,7,100.0
ST031,SKU0212,41,59,No,18,100.0
ST073,SKU0296,31,15,No,-16,48.4
ST046,SKU0500,26,26,No,0,100.0
ST061,SKU0140,34,31,No,-3,91.2
ST069,SKU0196,40,38,No,-2,95.0
ST044,SKU0459,34,47,No,13,100.0
ST066,SKU0176,26,33,No,7,100.0
ST084,SKU0352,26,11,No,-15,42.3
ST077,SKU0230,36,35,No,-1,97.2
ST048,SKU0073,28,35,No,7,100.0
ST099,SKU0317,40,48,No,8,100.0
ST001,SKU0364,37,19,No,-18,51.4
ST056,SKU0434,34,52,No,18,100.0
ST080,SKU0333,33,15,No,-18,45.5
ST006,SKU0034,42,43,No,1,100.0
ST081,SKU0436,27,35,No,8,100.0
ST068,SKU0117,33,39,No,6,100.0
ST091,SKU0380,36,32,No,-4,88.9
ST055,SKU0321,23,35,No,12,100.0
ST003,SKU0466,36,54,No,18,100.0
ST078,SKU0348,26,24,No,-2,92.3
ST008,SKU0345,35,30,No,-5,85.7
ST062,SKU0147,40,36,No,-4,90.0
ST068,SKU0315,33,38,No,5,100.0
ST058,SKU0473,33,33,No,0,100.0
ST024,SKU0488,33,27,No,-6,81.8
ST043,SKU0352,41,40,No,-1,97.6
ST015,SKU0012,42,59,No,17,100.0
ST100,SKU0173,32,22,No,-10,68.8
ST060,SKU0007,25,20,No,-5,80.0
ST003,SKU0442,34,47,No,13,100.0
ST036,SKU0001,27,19,No,-8,70.4
ST071,SKU0059,33,51,No,18,100.0
ST017,SKU0182,32,49,No,17,100.0
ST072,SKU0303,34,34,No,0,100.0
ST020,SKU0398,43,44,No,1,100.0
ST037,SKU0287,40,39,No,-1,97.5
ST059,SKU0159,39,47,No,8,100.0
ST058,SKU0386,36,34,No,-2,94.4
ST094,SKU0077,28,32,No,4,100.0
ST018,SKU0084,32,48,No,16,100.0
ST074,SKU0306,29,30,No,1,100.0
ST063,SKU0136,31,31,No,0,100.0
ST045,SKU0417,35,50,No,15,100.0
ST082,SKU0106,34,27,No,-7,79.4
ST026,SKU0422,27,17,No,-10,63.0
ST005,SKU0085,47,43,No,-4,91.5
ST017,SKU0094,34,28,No,-6,82.4
ST074,SKU0497,25,20,No,-5,80.0
ST033,SKU0129,30,32,No,2,100.0
ST080,SKU0394,42,47,No,5,100.0
ST053,SKU0083,31,48,No,17,100.0
ST010,SKU0492,18,15,No,-3,83.3
ST066,SKU0340,36,54,No,18,100.0
ST012,SKU0455,35,41,No,6,100.0
ST071,SKU0256,34,22,No,-12,64.7
ST027,SKU0456,34,35,No,1,100.0
ST073,SKU0301,37,48,No,11,100.0
ST033,SKU0392,35,25,No,-10,71.4
ST015,SKU0413,30,35,No,5,100.0
ST009,SKU0269,28,17,No,-11,60.7
ST096,SKU0077,35,43,No,8,100.0
ST015,SKU0298,31,34,No,3,100.0
ST034,SKU0171,44,41,No,-3,93.2
ST056,SKU0092,30,24,No,-6,80.0
ST061,SKU0275,33,42,No,9,100.0
ST036,SKU0382,42,50,No,8,100.0
ST004,SKU0083,42,50,No,8,100.0
ST100,SKU0401,40,52,No,12,100.0
ST063,SKU0059,36,29,No,-7,80.6
ST052,SKU0365,36,54,No,18,100.0
ST038,SKU0239,35,35,No,0,100.0
ST082,SKU0223,26,24,No,-2,92.3
ST038,SKU0274,46,53,No,7,100.0
ST091,SKU0140,43,39,No,-4,90.7
ST052,SKU0200,30,15,No,-15,50.0
ST022,SKU0077,27,24,No,-3,88.9
ST076,SKU0034,32,32,No,0,100.0
ST089,SKU0055,27,25,No,-2,92.6
ST053,SKU0241,40,37,No,-3,92.5
ST094,SKU0192,36,45,No,9,100.0
ST079,SKU0116,44,34,No,-10,77.3
ST009,SKU0373,34,27,No,-7,79.4
ST085,SKU0303,26,40,No,14,100.0
ST056,SKU0304,34,39,No,5,100.0
ST019,SKU0375,37,43,No,6,100.0
ST040,SKU0381,35,45,No,10,100.0
ST067,SKU0320,34,27,No,-7,79.4
ST085,SKU0138,40,49,No,9,100.0
ST079,SKU0499,26,26,No,0,100.0
ST056,SKU0185,46,44,No,-2,95.7
ST075,SKU0337,33,25,No,-8,75.8
ST017,SKU0396,38,31,No,-7,81.6
ST078,SKU0325,30,19,No,-11,63.3
ST075,SKU0399,36,18,No,-18,50.0
ST012,SKU0060,28,37,No,9,100.0
ST013,SKU0154,35,26,No,-9,74.3
ST090,SKU0127,27,40,No,13,100.0
ST011,SKU0032,41,41,No,0,100.0
ST098,SKU0102,37,43,No,6,100.0
ST092,SKU0424,34,33,No,-1,97.1
ST018,SKU0194,30,27,No,-3,90.0
ST017,SKU0252,44,41,No,-3,93.2
ST043,SKU0145,44,39,No,-5,88.6
ST091,SKU0458,30,30,No,0,100.0
ST087,SKU0187,38,50,No,12,100.0
ST006,SKU0364,27,15,No,-12,55.6
ST034,SKU0454,28,19,No,-9,67.9
ST050,SKU0263,42,46,No,4,100.0
ST042,SKU0171,36,25,No,-11,69.4
ST078,SKU0126,31,45,No,14,100.0
ST050,SKU0350,40,45,No,5,100.0
ST033,SKU0213,44,62,No,18,100.0
ST069,SKU0490,32,29,No,-3,90.6
ST094,SKU0045,36,22,No,-14,61.1
ST067,SKU0136,37,34,No,-3,91.9
ST080,SKU0078,29,45,No,16,100.0
ST037,SKU0301,29,14,No,-15,48.3
ST054,SKU0368,37,41,No,4,100.0
ST056,SKU0238,29,28,No,-1,96.6
ST046,SKU0441,35,25,No,-10,71.4
ST044,SKU0012,34,43,No,9,100.0
ST022,SKU0040,27,26,No,-1,96.3
ST056,SKU0246,39,55,No,16,100.0
ST021,SKU0430,38,40,No,2,100.0
ST056,SKU0392,44,51,No,7,100.0
ST083,SKU0237,38,37,No,-1,97.4
ST016,SKU0467,27,32,No,5,100.0
ST083,SKU0184,31,21,No,-10,67.7
ST038,SKU0194,42,33,No,-9,78.6
ST021,SKU0046,35,35,No,0,100.0
ST027,SKU0295,41,36,No,-5,87.8
ST007,SKU0003,37,54,No,17,100.0
ST086,SKU0285,39,40,No,1,100.0
ST077,SKU0183,35,34,No,-1,97.1
ST034,SKU0497,28,17,No,-11,60.7
ST023,SKU0142,36,31,No,-5,86.1
ST098,SKU0476,43,49,No,6,100.0
ST069,SKU0325,30,38,No,8,100.0
ST057,SKU0264,33,51,No,18,100.0
ST073,SKU0048,31,34,No,3,100.0
ST082,SKU0463,38,42,No,4,100.0
ST059,SKU0412,36,23,No,-13,63.9
ST008,SKU0452,31,27,No,-4,87.1
ST045,SKU0087,34,50,No,16,100.0
ST040,SKU0393,36,54,No,18,100.0
ST013,SKU0426,45,63,No,18,100.0
ST088,SKU0193,30,38,No,8,100.0
ST018,SKU0369,19,13,No,-6,68.4
ST021,SKU0042,38,37,No,-1,97.4
ST009,SKU0007,31,26,No,-5,83.9
ST055,SKU0038,48,57,No,9,100.0
ST024,SKU0419,31,43,No,12,100.0
ST087,SKU0050,36,38,No,2,100.0
ST073,SKU0308,35,22,No,-13,62.9
ST073,SKU0303,48,39,No,-9,81.2
ST069,SKU0031,31,41,No,10,100.0
ST012,SKU0202,34,16,No,-18,47.1
ST022,SKU0368,35,36,No,1,100.0
ST056,SKU0043,35,18,No,-17,51.4
ST082,SKU0031,35,17,No,-18,48.6
ST079,SKU0214,44,55,No,11,100.0
ST089,SKU0344,39,23,No,-16,59.0
ST023,SKU0039,37,41,No,4,100.0
ST049,SKU0310,25,16,No,-9,64.0
ST042,SKU0444,36,54,No,18,100.0
ST052,SKU0451,25,33,No,8,100.0
ST085,SKU0181,34,18,No,-16,52.9
ST036,SKU0147,38,29,No,-9,76.3
ST065,SKU0306,32,50,No,18,100.0
ST066,SKU0375,35,38,No,3,100.0
ST031,SKU0323,35,51,No,16,100.0
ST018,SKU0323,38,55,No,17,100.0
ST094,SKU0180,29,28,No,-1,96.6
ST097,SKU0130,34,49,No,15,100.0
ST035,SKU0392,37,40,No,3,100.0
ST088,SKU0264,37,37,No,0,100.0
ST042,SKU0054,25,20,No,-5,80.0
ST073,SKU0011,36,21,No,-15,58.3
ST069,SKU0054,50,44,No,-6,88.0
ST036,SKU0402,28,27,No,-1,96.4
ST003,SKU0040,41,47,No,6,100.0
ST027,SKU0475,25,28,No,3,100.0
ST032,SKU0198,39,24,No,-15,61.5
ST007,SKU0275,33,45,No,12,100.0
ST021,SKU0391,36,38,No,2,100.0
ST019,SKU0260,34,28,No,-6,82.4
ST010,SKU0233,39,27,No,-12,69.2
ST070,SKU0120,29,20,No,-9,69.0
ST050,SKU0115,35,35,No,0,100.0
ST085,SKU0349,40,40,No,0,100.0
ST021,SKU0088,31,27,No,-4,87.1
ST045,SKU0035,35,37,No,2,100.0
ST017,SKU0412,44,55,No,11,100.0
ST071,SKU0332,38,45,No,7,100.0
ST064,SKU0019,33,18,No,-15,54.5
ST003,SKU0074,40,28,No,-12,70.0
ST065,SKU0264,33,38,No,5,100.0
ST017,SKU0322,34,29,No,-5,85.3
ST041,SKU0387,35,26,No,-9,74.3
ST066,SKU0389,44,47,No,3,100.0
ST085,SKU0479,38,47,No,9,100.0
ST049,SKU0492,41,41,No,0,100.0
ST058,SKU0138,28,27,No,-1,96.4
ST059,SKU0183,26,33,No,7,100.0
ST079,SKU0448,33,25,No,-8,75.8
ST061,SKU0259,37,32,No,-5,86.5
ST041,SKU0344,39,42,No,3,100.0
ST040,SKU0107,35,25,No,-10,71.4
ST059,SKU0367,44,48,No,4,100.0
ST072,SKU0078,34,36,No,2,100.0
ST019,SKU0081,42,43,No,1,100.0
ST037,SKU0382,39,42,No,3,100.0
ST055,SKU0432,43,56,No,13,100.0
ST032,SKU0105,23,31,No,8,100.0
ST091,SKU0483,36,43,No,7,100.0
ST012,SKU0279,26,32,No,6,100.0
ST063,SKU0371,42,26,No,-16,61.9
ST098,SKU0281,42,28,No,-14,66.7
ST035,SKU0312,32,34,No,2,100.0
ST098,SKU0488,30,36,No,6,100.0
ST051,SKU0344,33,18,No,-15,54.5
ST002,SKU0380,45,47,No,2,100.0
ST083,SKU0157,36,35,No,-1,97.2
ST048,SKU0406,26,26,No,0,100.0
ST034,SKU0414,38,49,No,11,100.0
ST037,SKU0088,38,55,No,17,100.0
ST086,SKU0061,38,29,No,-9,76.3
ST048,SKU0237,35,27,No,-8,77.1
ST076,SKU0375,39,23,No,-16,59.0
ST034,SKU0438,35,36,No,1,100.0
ST061,SKU0142,33,46,No,13,100.0
ST090,SKU0492,47,42,No,-5,89.4
ST004,SKU0303,48,58,No,10,100.0
ST006,SKU0408,32,39,No,7,100.0
ST083,SKU0182,31,38,No,7,100.0
ST050,SKU0252,39,57,No,18,100.0
ST036,SKU0446,47,52,No,5,100.0
ST073,SKU0374,33,17,No,-16,51.5
ST083,SKU0137,24,14,No,-10,58.3
ST033,SKU0057,40,28,No,-12,70.0
ST009,SKU0125,35,24,No,-11,68.6
ST029,SKU0204,32,28,No,-4,87.5
ST037,SKU0283,36,42,No,6,100.0
ST014,SKU0013,34,34,No,0,100.0
ST007,SKU0353,26,19,No,-7,73.1
ST057,SKU0122,35,47,No,12,100.0
ST038,SKU0341,37,32,No,-5,86.5
ST095,SKU0493,38,21,No,-17,55.3
ST075,SKU0226,23,24,No,1,100.0
ST080,SKU0054,30,13,No,-17,43.3
ST083,SKU0153,41,29,No,-12,70.7
ST093,SKU0234,30,29,No,-1,96.7
ST014,SKU0465,40,41,No,1,100.0
ST026,SKU0440,29,40,No,11,100.0
ST038,SKU0394,43,48,No,5,100.0
ST091,SKU0243,41,31,No,-10,75.6
ST066,SKU0254,37,49,No,12,100.0
ST009,SKU0239,28,28,No,0,100.0
ST082,SKU0166,46,57,No,11,100.0
ST087,SKU0384,37,45,No,8,100.0
ST081,SKU0003,39,40,No,1,100.0
ST023,SKU0154,41,38,No,-3,92.7
ST031,SKU0267,40,42,No,2,100.0
ST061,SKU0486,29,28,No,-1,96.6
ST048,SKU0245,46,57,No,11,100.0
ST017,SKU0311,33,19,No,-14,57.6
ST047,SKU0471,40,52,No,12,100.0
ST069,SKU0344,35,29,No,-6,82.9
ST073,SKU0119,32,32,No,0,100.0
ST003,SKU0027,41,45,No,4,100.0
ST040,SKU0122,35,46,No,11,100.0
ST034,SKU0150,29,22,No,-7,75.9
ST032,SKU0173,33,25,No,-8,75.8
ST046,SKU0054,26,43,No,17,100.0
ST044,SKU0272,41,44,No,3,100.0
ST074,SKU0293,43,35,No,-8,81.4
ST079,SKU0213,34,36,No,2,100.0
ST023,SKU0146,30,23,No,-7,76.7
ST061,SKU0273,35,27,No,-8,77.1
ST074,SKU0303,35,40,No,5,100.0
ST012,SKU0122,39,40,No,1,100.0
ST072,SKU0242,36,29,No,-7,80.6
ST028,SKU0239,39,44,No,5,100.0
ST025,SKU0146,35,34,No,-1,97.1
ST054,SKU0015,34,21,No,-13,61.8
ST026,SKU0454,41,40,No,-1,97.6
ST081,SKU0231,33,17,No,-16,51.5
ST097,SKU0394,35,34,No,-1,97.1
ST063,SKU0193,33,21,No,-12,63.6
ST041,SKU0280,36,41,No,5,100.0
ST012,SKU0289,30,12,No,-18,40.0
ST086,SKU0075,39,43,No,4,100.0
ST074,SKU0330,38,24,No,-14,63.2
ST093,SKU0110,41,38,No,-3,92.7
ST030,SKU0268,33,29,No,-4,87.9
ST008,SKU0266,44,58,No,14,100.0
ST070,SKU0354,43,41,No,-2,95.3
ST061,SKU0328,46,43,No,-3,93.5
ST073,SKU0305,36,49,No,13,100.0
ST091,SKU0228,38,41,No,3,100.0
ST013,SKU0015,44,30,No,-14,68.2
ST080,SKU0318,36,47,No,11,100.0
ST033,SKU0257,23,21,No,-2,91.3
ST020,SKU0053,38,32,No,-6,84.2
ST054,SKU0391,30,30,No,0,100.0
ST042,SKU0498,31,19,No,-12,61.3
ST030,SKU0305,36,31,No,-5,86.1
ST085,SKU0035,31,30,No,-1,96.8
ST008,SKU0183,37,53,No,16,100.0
ST070,SKU0345,32,28,No,-4,87.5
ST046,SKU0459,25,25,No,0,100.0
ST043,SKU0408,33,36,No,3,100.0
ST058,SKU0370,36,21,No,-15,58.3
ST009,SKU0250,39,33,No,-6,84.6
ST002,SKU0054,33,30,No,-3,90.9
ST021,SKU0247,38,32,No,-6,84.2
ST050,SKU0489,35,37,No,2,100.0
ST009,SKU0438,39,44,No,5,100.0
ST100,SKU0172,22,33,No,11,100.0
ST087,SKU0456,27,26,No,-1,96.3
ST048,SKU0452,46,59,No,13,100.0
ST076,SKU0458,35,35,No,0,100.0
ST086,SKU0172,34,42,No,8,100.0
ST067,SKU0296,40,47,No,7,100.0
ST013,SKU0193,38,20,No,-18,52.6
ST063,SKU0162,40,48,No,8,100.0
ST088,SKU0035,43,47,No,4,100.0
ST056,SKU0446,35,40,No,5,100.0
ST094,SKU0095,38,25,No,-13,65.8
ST034,SKU0093,34,36,No,2,100.0
ST098,SKU0112,41,44,No,3,100.0
ST098,SKU0234,35,27,No,-8,77.1
ST051,SKU0200,36,33,No,-3,91.7
ST030,SKU0017,37,36,No,-1,97.3
ST051,SKU0448,41,43,No,2,100.0
ST014,SKU0008,33,47,No,14,100.0
ST017,SKU0260,37,24,No,-13,64.9
ST084,SKU0034,35,32,No,-3,91.4
ST083,SKU0223,38,41,No,3,100.0
ST095,SKU0258,39,35,No,-4,89.7
ST029,SKU0432,39,35,No,-4,89.7
ST083,SKU0257,38,35,No,-3,92.1
ST087,SKU0383,35,26,No,-9,74.3
ST012,SKU0090,36,49,No,13,100.0
ST047,SKU0033,42,34,No,-8,81.0
ST055,SKU0074,34,31,No,-3,91.2
ST019,SKU0094,32,39,No,7,100.0
ST059,SKU0169,40,35,No,-5,87.5
ST070,SKU0236,26,44,No,18,100.0
ST028,SKU0261,31,42,No,11,100.0
ST099,SKU0352,30,35,No,5,100.0
ST007,SKU0127,37,30,No,-7,81.1
ST098,SKU0279,27,13,No,-14,48.1
ST017,SKU0404,39,22,No,-17,56.4
ST073,SKU0165,22,13,No,-9,59.1
ST064,SKU0170,40,38,No,-2,95.0
ST035,SKU0452,37,48,No,11,100.0
ST010,SKU0453,29,27,No,-2,93.1
ST032,SKU0416,35,35,No,0,100.0
ST022,SKU0450,31,30,No,-1,96.8
ST054,SKU0232,28,28,No,0,100.0
ST022,SKU0492,25,26,No,1,100.0
ST031,SKU0109,41,41,No,0,100.0
ST089,SKU0325,46,63,No,17,100.0
ST045,SKU0389,36,34,No,-2,94.4
ST013,SKU0250,41,30,No,-11,73.2
ST031,SKU0200,30,33,No,3,100.0
ST010,SKU0313,31,22,No,-9,71.0
ST020,SKU0289,36,47,No,11,100.0
ST030,SKU0012,23,13,No,-10,56.5
ST073,SKU0190,30,43,No,13,100.0
ST040,SKU0046,37,36,No,-1,97.3
ST040,SKU0051,38,35,No,-3,92.1
ST056,SKU0440,45,55,No,10,100.0
ST085,SKU0385,32,43,No,11,100.0
ST060,SKU0388,32,33,No,1,100.0
ST027,SKU0272,27,39,No,12,100.0
ST072,SKU0255,26,32,No,6,100.0
ST071,SKU0201,27,24,No,-3,88.9
ST027,SKU0210,37,28,No,-9,75.7
ST052,SKU0342,33,34,No,1,100.0
ST046,SKU0047,35,43,No,8,100.0
ST050,SKU0117,40,37,No,-3,92.5
ST011,SKU0435,33,44,No,11,100.0
ST006,SKU0058,29,39,No,10,100.0
ST023,SKU0362,39,51,No,12,100.0
ST020,SKU0347,37,40,No,3,100.0
ST009,SKU0184,37,53,No,16,100.0
ST097,SKU0398,44,43,No,-1,97.7
ST032,SKU0374,42,26,No,-16,61.9
ST052,SKU0098,41,36,No,-5,87.8
ST027,SKU0247,37,50,No,13,100.0
ST014,SKU0490,40,29,No,-11,72.5
ST030,SKU0225,35,26,No,-9,74.3
ST018,SKU0302,32,16,No,-16,50.0
ST048,SKU0273,36,41,No,5,100.0
ST016,SKU0128,32,34,No,2,100.0
ST097,SKU0022,23,23,No,0,100.0
ST086,SKU0371,42,41,No,-1,97.6
ST079,SKU0136,35,17,No,-18,48.6
ST068,SKU0371,44,39,No,-5,88.6
ST057,SKU0428,31,26,No,-5,83.9
ST063,SKU0035,35,26,No,-9,74.3
ST032,SKU0097,39,27,No,-12,69.2
ST015,SKU0309,30,46,No,16,100.0
ST071,SKU0432,39,41,No,2,100.0
ST065,SKU0405,30,27,No,-3,90.0
ST028,SKU0319,31,46,No,15,100.0
ST044,SKU0365,38,39,No,1,100.0
ST015,SKU0092,43,40,No,-3,93.0
ST022,SKU0482,33,27,No,-6,81.8
ST063,SKU0170,33,43,No,10,100.0
ST034,SKU0273,35,35,No,0,100.0
ST024,SKU0418,40,32,No,-8,80.0
ST015,SKU0100,30,14,No,-16,46.7
ST047,SKU0477,34,34,No,0,100.0
ST002,SKU0195,34,27,No,-7,79.4
ST074,SKU0409,36,30,No,-6,83.3
ST095,SKU0441,34,23,No,-11,67.6
ST071,SKU0050,38,47,No,9,100.0
ST086,SKU0171,33,30,No,-3,90.9
ST040,SKU0428,33,28,No,-5,84.8
ST034,SKU0075,27,40,No,13,100.0
ST045,SKU0112,35,48,No,13,100.0
ST022,SKU0012,30,18,No,-12,60.0
ST073,SKU0180,28,32,No,4,100.0
ST064,SKU0425,27,18,No,-9,66.7
ST007,SKU0461,39,45,No,6,100.0
ST065,SKU0479,37,55,No,18,100.0
ST055,SKU0197,34,33,No,-1,97.1
ST076,SKU0209,43,37,No,-6,86.0
ST009,SKU0150,26,29,No,3,100.0
ST019,SKU0052,43,56,No,13,100.0
ST076,SKU0193,24,16,No,-8,66.7
ST083,SKU0337,34,32,No,-2,94.1
ST047,SKU0372,35,41,No,6,100.0
ST062,SKU0271,40,41,No,1,100.0
ST063,SKU0079,37,29,No,-8,78.4
ST093,SKU0388,31,16,No,-15,51.6
ST060,SKU0473,25,16,No,-9,64.0
ST059,SKU0483,29,30,No,1,100.0
ST072,SKU0079,30,17,No,-13,56.7
ST083,SKU0207,37,30,No,-7,81.1
ST057,SKU0209,35,35,No,0,100.0
ST081,SKU0282,23,27,No,4,100.0
ST046,SKU0052,30,43,No,13,100.0
ST065,SKU0120,39,25,No,-14,64.1
ST013,SKU0236,36,41,No,5,100.0
ST017,SKU0141,32,37,No,5,100.0
ST044,SKU0099,37,51,No,14,100.0
ST013,SKU0365,34,52,No,18,100.0
ST078,SKU0297,35,53,No,18,100.0
ST019,SKU0368,34,25,No,-9,73.5
ST043,SKU0228,32,25,No,-7,78.1
ST022,SKU0292,29,35,No,6,100.0
ST076,SKU0301,38,38,No,0,100.0
ST055,SKU0245,30,23,No,-7,76.7
ST019,SKU0039,34,29,No,-5,85.3
ST003,SKU0461,33,35,No,2,100.0
ST051,SKU0456,33,25,No,-8,75.8
ST036,SKU0164,47,45,No,-2,95.7
ST062,SKU0293,38,36,No,-2,94.7
ST079,SKU0465,38,22,No,-16,57.9
ST090,SKU0039,32,15,No,-17,46.9
ST026,SKU0410,49,46,No,-3,93.9
ST034,SKU0413,46,48,No,2,100.0
ST008,SKU0191,32,31,No,-1,96.9
ST051,SKU0478,35,51,No,16,100.0
ST069,SKU0116,34,17,No,-17,50.0
ST056,SKU0408,30,45,No,15,100.0
ST082,SKU0002,39,57,No,18,100.0
ST018,SKU0037,34,37,No,3,100.0
ST082,SKU0452,36,21,No,-15,58.3
ST067,SKU0398,38,52,No,14,100.0
ST039,SKU0469,32,42,No,10,100.0
ST044,SKU0240,30,18,No,-12,60.0
ST098,SKU0291,31,37,No,6,100.0
ST007,SKU0402,26,29,No,3,100.0
ST061,SKU0323,27,39,No,12,100.0
ST078,SKU0105,39,49,No,10,100.0
ST033,SKU0242,37,24,No,-13,64.9
ST017,SKU0473,35,39,No,4,100.0
ST011,SKU0406,40,28,No,-12,70.0
ST069,SKU0392,30,28,No,-2,93.3
ST045,SKU0301,35,22,No,-13,62.9
ST070,SKU0296,33,28,No,-5,84.8
ST013,SKU0087,38,48,No,10,100.0
ST083,SKU0397,29,29,No,0,100.0
ST012,SKU0098,32,46,No,14,100.0
ST062,SKU0026,39,54,No,15,100.0
ST056,SKU0085,34,18,No,-16,52.9
ST005,SKU0143,29,29,No,0,100.0
ST008,SKU0192,42,43,No,1,100.0
ST029,SKU0061,32,41,No,9,100.0
ST084,SKU0266,30,30,No,0,100.0
ST049,SKU0163,26,27,No,1,100.0
ST013,SKU0095,47,51,No,4,100.0
ST009,SKU0067,33,26,No,-7,78.8
ST054,SKU0197,40,52,No,12,100.0
ST060,SKU0235,34,16,No,-18,47.1
ST079,SKU0144,39,38,No,-1,97.4
ST015,SKU0106,34,16,No,-18,47.1
ST022,SKU0366,38,38,No,0,100.0
ST001,SKU0278,35,45,No,10,100.0
ST092,SKU0134,38,42,No,4,100.0
ST034,SKU0155,26,42,No,16,100.0
ST028,SKU0429,31,21,No,-10,67.7
ST009,SKU0495,26,27,No,1,100.0
ST076,SKU0111,35,20,No,-15,57.1
ST096,SKU0263,32,30,No,-2,93.8
ST063,SKU0239,31,39,No,8,100.0
ST026,SKU0297,33,17,No,-16,51.5
ST086,SKU0257,32,35,No,3,100.0
ST080,SKU0286,35,39,No,4,100.0
ST010,SKU0458,36,35,No,-1,97.2
ST067,SKU0439,31,22,No,-9,71.0
ST053,SKU0132,22,19,No,-3,86.4
ST095,SKU0246,34,23,No,-11,67.6
ST022,SKU0315,34,41,No,7,100.0
ST056,SKU0209,35,36,No,1,100.0
ST091,SKU0203,32,20,No,-12,62.5
ST016,SKU0385,38,34,No,-4,89.5
ST058,SKU0081,36,37,No,1,100.0
ST046,SKU0320,40,46,No,6,100.0
ST022,SKU0025,35,37,No,2,100.0
ST004,SKU0103,30,35,No,5,100.0
ST025,SKU0165,30,29,No,-1,96.7
ST033,SKU0071,37,42,No,5,100.0
ST008,SKU0133,36,37,No,1,100.0
ST003,SKU0231,30,27,No,-3,90.0
ST042,SKU0235,35,50,No,15,100.0
ST009,SKU0467,32,17,No,-15,53.1
ST050,SKU0461,29,11,No,-18,37.9
ST023,SKU0268,34,30,No,-4,88.2
ST045,SKU0432,36,43,No,7,100.0
ST004,SKU0495,25,39,No,14,100.0
ST085,SKU0051,37,38,No,1,100.0
ST057,SKU0396,40,37,No,-3,92.5
ST049,SKU0031,32,39,No,7,100.0
ST051,SKU0322,35,36,No,1,100.0
ST019,SKU0206,20,8,No,-12,40.0
ST100,SKU0041,41,30,No,-11,73.2
ST098,SKU0485,35,17,No,-18,48.6
ST100,SKU0232,39,41,No,2,100.0
ST017,SKU0353,42,46,No,4,100.0
ST037,SKU0066,43,38,No,-5,88.4
ST058,SKU0205,29,29,No,0,100.0
ST073,SKU0163,41,40,No,-1,97.6
ST019,SKU0021,25,26,No,1,100.0
