order_id,picker_id,pick_start,pick_end,items_picked,items_missing,pick_duration_minutes
ORD-017597,PICK00171,2026-09-12 14:15:00,2026-09-12 14:26:52.830500880,4,0,11.9
ORD-091079,PICK00867,2026-09-13 11:09:00,2026-09-13 11:13:36.042905124,4,1,4.6
ORD-001978,PICK01125,2026-09-02 13:08:00,2026-09-02 13:20:37.001736174,5,0,12.6
ORD-011350,PICK00395,2026-09-11 23:42:00,2026-09-11 23:56:56.245310232,6,0,14.9
ORD-012576,PICK00166,2026-09-10 10:19:00,2026-09-10 10:31:13.608050010,6,1,12.2
ORD-020332,PICK00274,2026-09-26 11:05:00,2026-09-26 11:25:14.052053934,6,0,20.2
ORD-021049,PICK00477,2026-09-14 11:06:00,2026-09-14 11:20:16.539603618,2,2,14.3
ORD-005193,PICK00305,2026-09-06 07:24:00,2026-09-06 07:46:32.809047552,10,0,22.5
ORD-045119,PICK00332,2026-09-15 18:36:00,2026-09-15 18:54:57.922648944,6,0,19.0
ORD-056975,PICK00427,2026-09-26 19:02:00,2026-09-26 19:17:36.562158924,5,0,15.6
ORD-094585,PICK01038,2026-09-13 02:47:00,2026-09-13 03:07:03.650206902,7,0,20.1
ORD-059547,PICK00741,2026-09-28 19:43:00,2026-09-28 19:54:03.324000534,5,0,11.1
ORD-014909,PICK00470,2026-09-14 00:13:00,2026-09-14 00:30:10.288074702,4,0,17.2
ORD-016660,PICK00859,2026-09-25 07:48:00,2026-09-25 08:01:53.639455578,4,0,13.9
ORD-066944,PICK00041,2026-09-27 19:33:00,2026-09-27 19:45:59.737442580,6,0,13.0
ORD-054343,PICK00392,2026-09-16 21:06:00,2026-09-16 21:16:53.097930738,4,0,10.9
ORD-052268,PICK01059,2026-09-22 02:57:00,2026-09-22 03:08:47.982630636,4,0,11.8
ORD-007110,PICK00813,2026-09-02 19:54:00,2026-09-02 20:03:11.923505304,3,0,9.2
ORD-067021,PICK01075,2026-09-26 00:40:00,2026-09-26 00:52:40.206597054,2,0,12.7
ORD-087652,PICK00771,2026-09-12 09:50:00,2026-09-12 10:02:50.675017632,6,0,12.8
ORD-031677,PICK00529,2026-09-29 03:42:00,2026-09-29 03:58:22.347650898,4,0,16.4
ORD-010071,PICK00340,2026-09-04 17:37:00,2026-09-04 17:41:36.546005058,1,0,4.6
ORD-046787,PICK00282,2026-09-08 06:29:00,2026-09-08 06:32:23.868364458,1,0,3.4
ORD-003249,PICK00329,2026-09-10 05:30:00,2026-09-10 05:40:26.992859664,7,1,10.4
ORD-046243,PICK00743,2026-09-22 18:45:00,2026-09-22 19:02:06.851823504,7,0,17.1
ORD-050679,PICK00439,2026-09-09 08:28:00,2026-09-09 08:42:05.673074058,4,1,14.1
ORD-072657,PICK00732,2026-09-03 06:16:00,2026-09-03 06:23:16.298306406,2,0,7.3
ORD-046209,PICK00970,2026-09-17 14:09:00,2026-09-17 14:21:38.942893116,4,0,12.6
ORD-020714,PICK00296,2026-09-18 12:19:00,2026-09-18 12:32:22.617584526,2,0,13.4
ORD-087666,PICK00676,2026-09-07 15:00:00,2026-09-07 15:10:32.464351350,5,0,10.5
ORD-012436,PICK01200,2026-09-07 04:09:00,2026-09-07 04:23:41.187960732,8,0,14.7
ORD-072781,PICK00435,2026-09-12 00:49:00,2026-09-12 01:00:11.867620596,3,1,11.2
ORD-024488,PICK01006,2026-09-02 15:16:00,2026-09-02 15:24:52.906646376,1,0,8.9
ORD-091699,PICK00255,2026-09-02 11:44:00,2026-09-02 12:01:33.552545430,6,0,17.6
ORD-017945,PICK00531,2026-09-24 15:19:00,2026-09-24 15:26:06.377307228,3,0,7.1
ORD-007435,PICK00484,2026-09-01 03:41:00,2026-09-01 03:59:09.813717888,8,0,18.2
ORD-043817,PICK01013,2026-09-26 21:25:00,2026-09-26 21:34:47.126516088,3,0,9.8
ORD-052112,PICK00207,2026-09-08 01:44:00,2026-09-08 01:56:09.350110308,4,0,12.2
ORD-040810,PICK00380,2026-09-06 00:19:00,2026-09-06 00:32:28.796553474,4,0,13.5
ORD-038679,PICK00492,2026-09-14 12:15:00,2026-09-14 12:26:15.368115630,4,0,11.3
ORD-052368,PICK00312,2026-09-29 05:14:00,2026-09-29 05:29:07.658519190,6,0,15.1
ORD-061895,PICK00005,2026-09-26 09:33:00,2026-09-26 09:39:24.596849784,4,0,6.4
ORD-061088,PICK00428,2026-09-21 20:26:00,2026-09-21 20:36:11.562879270,2,0,10.2
ORD-002383,PICK01079,2026-09-12 16:38:00,2026-09-12 16:45:39.721747986,4,0,7.7
ORD-088082,PICK00526,2026-09-04 01:13:00,2026-09-04 01:29:06.527543856,7,0,16.1
ORD-062741,PICK00039,2026-09-18 15:24:00,2026-09-18 15:45:42.304297182,7,1,21.7
ORD-051212,PICK00620,2026-09-26 04:16:00,2026-09-26 04:32:55.248712890,7,0,16.9
ORD-064224,PICK00919,2026-09-12 20:42:00,2026-09-12 21:02:19.464438360,8,0,20.3
ORD-075767,PICK00957,2026-09-14 11:32:00,2026-09-14 11:46:13.802191068,6,0,14.2
ORD-075262,PICK00464,2026-09-18 03:55:00,2026-09-18 04:03:44.787295494,2,0,8.7
ORD-018951,PICK00599,2026-09-05 10:56:00,2026-09-05 11:13:54.718615560,6,0,17.9
ORD-046816,PICK01167,2026-09-10 03:36:00,2026-09-10 03:53:21.527388474,8,0,17.4
ORD-059036,PICK01073,2026-09-14 02:21:00,2026-09-14 02:28:11.640125118,5,1,7.2
ORD-063194,PICK00098,2026-09-02 12:02:00,2026-09-02 12:10:44.205637062,4,0,8.7
ORD-059545,PICK00317,2026-09-17 13:44:00,2026-09-17 14:04:12.868408800,6,0,20.2
ORD-055985,PICK00885,2026-09-20 15:54:00,2026-09-20 16:10:07.750556670,9,0,16.1
ORD-073042,PICK00318,2026-09-25 23:27:00,2026-09-25 23:44:20.837011284,6,1,17.3
ORD-001187,PICK01072,2026-09-05 21:09:00,2026-09-05 21:27:08.380366476,5,0,18.1
ORD-027799,PICK01173,2026-09-05 08:30:00,2026-09-05 08:38:19.261219134,3,0,8.3
ORD-056247,PICK01021,2026-09-29 17:41:00,2026-09-29 17:47:40.779914808,2,0,6.7
ORD-016220,PICK00594,2026-09-18 00:32:00,2026-09-18 00:42:11.793104586,7,1,10.2
ORD-034439,PICK01080,2026-09-22 01:03:00,2026-09-22 01:15:15.616115586,5,0,12.3
ORD-010155,PICK00435,2026-09-02 14:20:00,2026-09-02 14:29:41.316661056,2,0,9.7
ORD-011871,PICK00586,2026-09-21 14:40:00,2026-09-21 14:49:28.176069408,4,0,9.5
ORD-062743,PICK00891,2026-09-12 00:26:00,2026-09-12 00:35:05.643423198,3,0,9.1
ORD-033311,PICK01185,2026-09-27 20:21:00,2026-09-27 20:47:46.451655756,11,0,26.8
ORD-088350,PICK00141,2026-09-04 17:57:00,2026-09-04 18:08:41.928029172,5,1,11.7
ORD-051235,PICK00040,2026-09-02 20:15:00,2026-09-02 20:27:20.434033326,6,0,12.3
ORD-068427,PICK00147,2026-09-19 20:37:00,2026-09-19 20:51:20.156463552,9,0,14.3
ORD-038328,PICK00210,2026-09-19 20:33:00,2026-09-19 20:40:00.816790770,4,0,7.0
ORD-015609,PICK00661,2026-09-19 01:22:00,2026-09-19 01:37:18.039882528,6,0,15.3
ORD-063668,PICK01073,2026-09-24 16:42:00,2026-09-24 16:53:14.078075406,3,0,11.2
ORD-081893,PICK01150,2026-09-22 08:42:00,2026-09-22 09:04:40.566384846,9,0,22.7
ORD-065656,PICK00054,2026-09-10 16:25:00,2026-09-10 16:39:13.712899002,5,0,14.2
ORD-043903,PICK00160,2026-09-22 02:38:00,2026-09-22 02:53:50.269660422,7,0,15.8
ORD-009246,PICK00124,2026-09-01 03:14:00,2026-09-01 03:31:15.292636542,8,0,17.3
ORD-032557,PICK00040,2026-09-07 12:21:00,2026-09-07 12:38:52.497183426,6,0,17.9
ORD-097255,PICK00208,2026-09-02 16:45:00,2026-09-02 17:05:30.789473874,9,0,20.5
ORD-016271,PICK00366,2026-09-20 01:10:00,2026-09-20 01:26:34.923067530,8,0,16.6
ORD-025505,PICK00063,2026-09-15 16:48:00,2026-09-15 17:04:24.392623746,6,0,16.4
ORD-096182,PICK01163,2026-09-29 05:23:00,2026-09-29 05:33:41.236149270,4,0,10.7
ORD-064080,PICK01037,2026-09-30 12:41:00,2026-09-30 12:50:01.734614160,4,0,9.0
ORD-002423,PICK01098,2026-09-04 09:52:00,2026-09-04 09:56:06.304842342,5,0,4.1
ORD-016104,PICK00151,2026-09-30 10:16:00,2026-09-30 10:29:33.312853554,3,0,13.6
ORD-034193,PICK00999,2026-09-22 02:56:00,2026-09-22 03:05:59.510761110,6,0,10.0
ORD-012601,PICK01163,2026-09-04 09:15:00,2026-09-04 09:34:04.504291704,5,1,19.1
ORD-082575,PICK00706,2026-09-25 08:58:00,2026-09-25 09:18:48.298447560,9,0,20.8
ORD-096203,PICK00604,2026-09-24 00:04:00,2026-09-24 00:19:51.611742504,6,0,15.9
ORD-090467,PICK00556,2026-09-11 12:38:00,2026-09-11 12:53:12.009759474,6,0,15.2
ORD-045260,PICK00931,2026-09-21 05:13:00,2026-09-21 05:25:45.151402860,4,0,12.8
ORD-035725,PICK00589,2026-09-02 11:24:00,2026-09-02 11:32:23.382924234,3,0,8.4
ORD-046290,PICK00939,2026-09-03 12:26:00,2026-09-03 12:30:57.500881620,5,0,5.0
ORD-043032,PICK00918,2026-09-06 16:55:00,2026-09-06 17:15:56.027747286,8,0,20.9
ORD-009138,PICK00568,2026-09-16 04:51:00,2026-09-16 05:06:25.266728004,5,1,15.4
ORD-095244,PICK00076,2026-09-27 03:14:00,2026-09-27 03:21:29.782142778,2,0,7.5
ORD-093180,PICK00346,2026-09-17 16:48:00,2026-09-17 17:01:55.599786228,5,0,13.9
ORD-018916,PICK00340,2026-09-16 20:17:00,2026-09-16 20:32:02.760821400,6,0,15.0
ORD-039366,PICK00738,2026-09-19 22:52:00,2026-09-19 23:03:47.875543956,5,0,11.8
ORD-008038,PICK00383,2026-09-17 02:21:00,2026-09-17 02:31:49.113019206,7,0,10.8
ORD-052887,PICK01173,2026-09-30 15:26:00,2026-09-30 15:32:14.046070236,4,0,6.2
ORD-028763,PICK00528,2026-09-09 03:11:00,2026-09-09 03:24:53.672940216,5,0,13.9
ORD-042736,PICK01144,2026-09-24 04:41:00,2026-09-24 04:53:22.304626194,3,0,12.4
ORD-002175,PICK00678,2026-09-04 03:24:00,2026-09-04 03:40:43.979182650,7,0,16.7
ORD-071644,PICK00477,2026-09-01 00:43:00,2026-09-01 00:56:12.517668090,6,1,13.2
ORD-072498,PICK00070,2026-09-08 02:00:00,2026-09-08 02:10:52.890747894,2,0,10.9
ORD-029032,PICK00023,2026-09-15 11:34:00,2026-09-15 11:41:22.024968288,4,0,7.4
ORD-011222,PICK01143,2026-09-03 09:39:00,2026-09-03 09:41:25.768938300,2,0,2.4
ORD-073709,PICK00741,2026-09-02 20:44:00,2026-09-02 20:53:57.529752408,5,0,10.0
ORD-009032,PICK00338,2026-09-13 06:10:00,2026-09-13 06:19:20.128633896,5,0,9.3
ORD-002072,PICK00656,2026-09-25 16:42:00,2026-09-25 16:52:08.124333143,2,0,10.1
ORD-095736,PICK00674,2026-09-05 23:32:00,2026-09-05 23:47:11.758566024,3,0,15.2
ORD-072828,PICK01086,2026-09-12 07:27:00,2026-09-12 07:36:41.437988874,4,0,9.7
ORD-086335,PICK00883,2026-09-10 08:20:00,2026-09-10 08:28:27.595053156,4,0,8.5
ORD-082144,PICK00908,2026-09-15 06:25:00,2026-09-15 06:34:59.397794754,4,0,10.0
ORD-089563,PICK00102,2026-09-13 21:05:00,2026-09-13 21:18:30.990558420,4,0,13.5
ORD-040586,PICK00547,2026-09-14 11:26:00,2026-09-14 11:36:13.503577176,5,1,10.2
ORD-012114,PICK01200,2026-09-12 21:01:00,2026-09-12 21:13:14.097014730,4,0,12.2
ORD-020639,PICK00310,2026-09-21 15:42:00,2026-09-21 15:53:09.345956706,6,0,11.2
ORD-099700,PICK00663,2026-09-23 01:29:00,2026-09-23 01:43:26.555330610,3,0,14.4
ORD-089387,PICK00821,2026-09-10 09:00:00,2026-09-10 09:15:17.135118444,9,0,15.3
ORD-002816,PICK00312,2026-09-15 22:34:00,2026-09-15 22:46:35.154734094,2,0,12.6
ORD-030890,PICK00867,2026-09-20 07:04:00,2026-09-20 07:16:26.141868480,6,0,12.4
ORD-060388,PICK00348,2026-09-27 13:56:00,2026-09-27 14:10:16.814133785,7,0,14.3
ORD-098669,PICK01061,2026-09-17 17:55:00,2026-09-17 18:05:32.357358240,3,0,10.5
ORD-013542,PICK01119,2026-09-23 12:57:00,2026-09-23 13:15:01.614871194,5,0,18.0
ORD-015118,PICK00298,2026-09-12 04:41:00,2026-09-12 04:56:03.532890378,4,1,15.1
ORD-022069,PICK00376,2026-09-16 16:06:00,2026-09-16 16:16:06.837852570,4,0,10.1
ORD-022467,PICK00641,2026-09-11 14:41:00,2026-09-11 14:51:17.645399952,4,0,10.3
ORD-019525,PICK00169,2026-09-29 00:33:00,2026-09-29 00:47:33.389811600,6,0,14.6
ORD-011802,PICK00370,2026-09-13 23:00:00,2026-09-13 23:10:45.272123412,4,0,10.8
ORD-084239,PICK00787,2026-09-01 23:37:00,2026-09-01 23:45:17.692015584,3,0,8.3
ORD-095991,PICK00498,2026-09-29 23:39:00,2026-09-29 23:53:59.500712934,5,0,15.0
ORD-054354,PICK00801,2026-09-05 16:47:00,2026-09-05 16:59:10.025730810,6,0,12.2
ORD-022577,PICK00273,2026-09-09 20:09:00,2026-09-09 20:22:27.397423278,5,0,13.5
ORD-079184,PICK01135,2026-09-30 05:22:00,2026-09-30 05:37:39.012913146,6,0,15.7
ORD-057668,PICK00547,2026-09-13 18:29:00,2026-09-13 18:36:43.428431706,4,0,7.7
ORD-082549,PICK01062,2026-09-16 18:25:00,2026-09-16 18:34:33.020211528,1,0,9.6
ORD-086484,PICK01004,2026-09-27 14:05:00,2026-09-27 14:21:31.003189968,5,0,16.5
ORD-000325,PICK00558,2026-09-19 03:02:00,2026-09-19 03:14:20.946716694,4,1,12.3
ORD-033809,PICK00262,2026-09-19 17:27:00,2026-09-19 17:48:05.892974154,8,0,21.1
ORD-005510,PICK00436,2026-09-12 09:02:00,2026-09-12 09:15:42.419921352,6,0,13.7
ORD-005649,PICK01073,2026-09-29 01:10:00,2026-09-29 01:28:27.339963948,6,0,18.5
ORD-010833,PICK00763,2026-09-19 11:50:00,2026-09-19 11:59:34.274783381,2,0,9.6
ORD-071029,PICK00833,2026-09-06 14:00:00,2026-09-06 14:12:02.522878746,4,0,12.0
ORD-088805,PICK00714,2026-09-25 06:08:00,2026-09-25 06:22:13.034441940,6,0,14.2
ORD-030595,PICK00209,2026-09-23 00:09:00,2026-09-23 00:24:54.976115136,5,1,15.9
ORD-017231,PICK00992,2026-09-23 06:57:00,2026-09-23 07:12:00.074463162,6,0,15.0
ORD-034187,PICK00539,2026-09-03 12:31:00,2026-09-03 12:42:46.540924566,6,0,11.8
ORD-019518,PICK00056,2026-09-10 13:36:00,2026-09-10 13:49:01.849000278,5,0,13.0
ORD-040648,PICK00072,2026-09-28 08:59:00,2026-09-28 09:03:43.026589848,3,0,4.7
ORD-052266,PICK00596,2026-09-25 13:13:00,2026-09-25 13:25:47.076197514,5,0,12.8
ORD-036071,PICK00098,2026-09-14 18:05:00,2026-09-14 18:10:33.899275170,6,0,5.6
ORD-081154,PICK01159,2026-09-15 03:56:00,2026-09-15 04:06:59.536890042,8,0,11.0
ORD-031989,PICK00360,2026-09-26 15:50:00,2026-09-26 15:55:16.800260952,3,0,5.3
ORD-099681,PICK00051,2026-09-13 17:53:00,2026-09-13 18:07:03.505927902,6,0,14.1
ORD-049675,PICK01190,2026-09-15 12:32:00,2026-09-15 12:46:09.849245694,8,0,14.2
ORD-052389,PICK00212,2026-09-12 07:20:00,2026-09-12 07:40:15.979740113,6,0,20.3
ORD-022876,PICK01137,2026-09-07 12:24:00,2026-09-07 12:38:22.185425640,7,0,14.4
ORD-014184,PICK01138,2026-09-09 16:49:00,2026-09-09 17:00:31.812628368,6,0,11.5
ORD-094143,PICK00702,2026-09-29 11:39:00,2026-09-29 11:48:52.764764982,3,0,9.9
ORD-065912,PICK00653,2026-09-27 22:28:00,2026-09-27 22:43:05.160647904,4,1,15.1
ORD-031497,PICK00320,2026-09-03 07:20:00,2026-09-03 07:28:35.995960152,1,0,8.6
ORD-095500,PICK01064,2026-09-09 16:19:00,2026-09-09 16:27:22.254446532,6,0,8.4
ORD-021494,PICK01195,2026-09-09 23:30:00,2026-09-09 23:40:48.864934674,5,0,10.8
ORD-017215,PICK00564,2026-09-15 17:55:00,2026-09-15 18:08:24.607923624,4,1,13.4
ORD-057605,PICK00550,2026-09-14 06:12:00,2026-09-14 06:26:53.382116172,6,0,14.9
ORD-071547,PICK01151,2026-09-29 00:24:00,2026-09-29 00:43:50.088023346,7,0,19.8
ORD-019648,PICK00601,2026-09-11 02:32:00,2026-09-11 02:44:13.428631746,6,0,12.2
ORD-054359,PICK00375,2026-09-26 13:34:00,2026-09-26 13:47:39.900101190,8,0,13.7
ORD-009662,PICK00755,2026-09-28 07:47:00,2026-09-28 08:02:43.682114562,8,0,15.7
ORD-049834,PICK00003,2026-09-13 04:24:00,2026-09-13 04:40:59.364188796,4,1,17.0
ORD-032780,PICK00158,2026-09-04 06:06:00,2026-09-04 06:14:14.274309294,3,0,8.2
ORD-095952,PICK01138,2026-09-28 08:41:00,2026-09-28 08:54:27.230089356,5,0,13.5
ORD-063834,PICK00024,2026-09-29 10:51:00,2026-09-29 11:01:33.203852633,3,0,10.6
ORD-067744,PICK00306,2026-09-08 18:56:00,2026-09-08 19:06:01.455134130,3,0,10.0
ORD-006014,PICK00401,2026-09-03 02:35:00,2026-09-03 02:50:40.669828692,7,0,15.7
ORD-077571,PICK00065,2026-09-30 13:22:00,2026-09-30 13:37:32.447876364,4,0,15.5
ORD-094693,PICK00182,2026-09-14 19:12:00,2026-09-14 19:26:48.614133906,3,0,14.8
ORD-024172,PICK00553,2026-09-28 02:01:00,2026-09-28 02:04:51.555589068,3,1,3.9
ORD-035670,PICK00303,2026-09-20 10:21:00,2026-09-20 10:42:56.461678302,6,0,21.9
ORD-025085,PICK00825,2026-09-08 03:59:00,2026-09-08 04:05:32.573077865,1,0,6.5
ORD-072905,PICK01054,2026-09-17 12:26:00,2026-09-17 12:38:30.307788618,6,0,12.5
ORD-091590,PICK01054,2026-09-18 03:36:00,2026-09-18 03:48:44.501969814,4,0,12.7
ORD-022262,PICK01195,2026-09-03 18:06:00,2026-09-03 18:20:04.344731646,6,0,14.1
ORD-085031,PICK00942,2026-09-14 13:28:00,2026-09-14 13:40:42.872854188,5,0,12.7
ORD-024059,PICK00660,2026-09-17 10:10:00,2026-09-17 10:20:43.724063970,4,0,10.7
ORD-069317,PICK00962,2026-09-15 07:27:00,2026-09-15 07:36:11.401111794,2,0,9.2
ORD-000849,PICK00537,2026-09-21 16:14:00,2026-09-21 16:30:13.971434016,5,0,16.2
ORD-039566,PICK00982,2026-09-03 18:07:00,2026-09-03 18:15:35.908799676,4,0,8.6
ORD-088308,PICK00256,2026-09-02 19:32:00,2026-09-02 19:38:12.574239468,3,0,6.2
ORD-042063,PICK00839,2026-09-07 20:51:00,2026-09-07 21:01:44.647835394,4,0,10.7
ORD-042684,PICK00949,2026-09-17 23:05:00,2026-09-17 23:22:11.498467422,5,0,17.2
ORD-053733,PICK00649,2026-09-28 20:45:00,2026-09-28 21:06:04.993886130,6,1,21.1
ORD-093231,PICK00675,2026-09-24 12:57:00,2026-09-24 13:07:12.793570656,6,0,10.2
ORD-087225,PICK01064,2026-09-28 13:09:00,2026-09-28 13:24:35.297025642,5,1,15.6
ORD-066335,PICK01183,2026-09-26 22:18:00,2026-09-26 22:31:27.024801924,4,0,13.5
ORD-006550,PICK00683,2026-09-05 15:05:00,2026-09-05 15:14:09.685773732,3,0,9.2
ORD-014213,PICK00910,2026-09-10 11:30:00,2026-09-10 11:46:04.290498768,5,0,16.1
ORD-012105,PICK00162,2026-09-10 07:14:00,2026-09-10 07:25:06.584054454,3,0,11.1
ORD-012684,PICK00133,2026-09-20 22:45:00,2026-09-20 22:54:09.394055478,4,0,9.2
ORD-029120,PICK00976,2026-09-21 16:42:00,2026-09-21 16:55:00.237659993,5,0,13.0
ORD-013943,PICK00039,2026-09-20 07:10:00,2026-09-20 07:25:01.581336210,7,1,15.0
ORD-077105,PICK00708,2026-09-23 21:34:00,2026-09-23 21:44:35.749616268,4,0,10.6
ORD-089073,PICK00201,2026-09-07 16:22:00,2026-09-07 16:37:29.030800716,5,0,15.5
ORD-055095,PICK00372,2026-09-22 12:28:00,2026-09-22 12:44:59.883550722,4,0,17.0
ORD-057722,PICK00288,2026-09-11 05:50:00,2026-09-11 06:03:05.960913852,5,0,13.1
ORD-072710,PICK00526,2026-09-21 09:00:00,2026-09-21 09:06:26.718291858,3,0,6.4
ORD-046483,PICK00893,2026-09-21 07:48:00,2026-09-21 07:59:06.348549336,3,0,11.1
ORD-094492,PICK00126,2026-09-20 01:33:00,2026-09-20 01:47:18.411054150,3,0,14.3
ORD-048144,PICK00676,2026-09-22 14:25:00,2026-09-22 14:44:23.258029686,7,0,19.4
ORD-046997,PICK00813,2026-09-25 18:59:00,2026-09-25 19:12:31.772156099,3,0,13.5
ORD-072823,PICK00060,2026-09-11 07:37:00,2026-09-11 07:54:48.452814066,6,0,17.8
ORD-090371,PICK00132,2026-09-03 07:11:00,2026-09-03 07:25:28.784375274,5,0,14.5
ORD-061371,PICK00459,2026-09-22 01:24:00,2026-09-22 01:36:23.582683908,5,0,12.4
ORD-077484,PICK00114,2026-09-13 07:12:00,2026-09-13 07:17:41.219075802,3,0,5.7
ORD-015245,PICK00479,2026-09-24 16:33:00,2026-09-24 16:48:39.915769824,5,0,15.7
ORD-059900,PICK00686,2026-09-24 15:41:00,2026-09-24 15:56:13.045543746,7,0,15.2
ORD-057558,PICK00253,2026-09-02 15:52:00,2026-09-02 16:10:06.885982644,7,0,18.1
ORD-017515,PICK00149,2026-09-03 09:26:00,2026-09-03 09:37:25.316328822,1,0,11.4
ORD-021286,PICK00516,2026-09-16 16:41:00,2026-09-16 16:47:31.617606120,5,0,6.5
ORD-083204,PICK00220,2026-09-22 17:40:00,2026-09-22 17:52:30.073616724,3,0,12.5
ORD-052828,PICK00412,2026-09-09 17:49:00,2026-09-09 18:13:15.502359864,6,1,24.3
ORD-074365,PICK00535,2026-09-02 15:52:00,2026-09-02 15:55:17.476370010,2,0,3.3
ORD-039646,PICK00500,2026-09-28 03:50:00,2026-09-28 04:01:45.419258376,7,0,11.8
ORD-090207,PICK00821,2026-09-13 05:11:00,2026-09-13 05:24:46.565270832,6,0,13.8
ORD-073780,PICK00297,2026-09-21 19:26:00,2026-09-21 19:33:06.879857556,4,0,7.1
ORD-085153,PICK00679,2026-09-30 23:20:00,2026-09-30 23:38:53.910134154,9,0,18.9
ORD-043344,PICK00200,2026-09-17 14:25:00,2026-09-17 14:42:46.417626144,7,0,17.8
ORD-036185,PICK00305,2026-09-07 12:06:00,2026-09-07 12:15:42.367041762,4,0,9.7
ORD-017610,PICK00507,2026-09-15 05:50:00,2026-09-15 06:10:54.184134402,7,0,20.9
ORD-074548,PICK01198,2026-09-25 06:08:00,2026-09-25 06:25:51.238923804,7,0,17.9
ORD-099313,PICK00857,2026-09-23 03:43:00,2026-09-23 03:50:58.750413600,4,0,8.0
ORD-053067,PICK00241,2026-09-13 19:27:00,2026-09-13 19:48:05.186695716,10,0,21.1
ORD-006124,PICK01146,2026-09-22 00:56:00,2026-09-22 01:12:34.454303670,6,0,16.6
ORD-086220,PICK00835,2026-09-18 18:26:00,2026-09-18 18:40:08.220019356,4,0,14.1
ORD-014212,PICK00148,2026-09-02 11:17:00,2026-09-02 11:33:49.281390474,6,0,16.8
ORD-003662,PICK00600,2026-09-26 18:56:00,2026-09-26 19:07:33.718381644,7,0,11.6
ORD-006484,PICK00536,2026-09-21 23:06:00,2026-09-21 23:16:04.425687132,3,0,10.1
ORD-080097,PICK00939,2026-09-05 09:01:00,2026-09-05 09:10:52.731933834,3,0,9.9
ORD-053960,PICK00131,2026-09-08 15:50:00,2026-09-08 16:00:25.048409460,5,1,10.4
ORD-054701,PICK00538,2026-09-18 11:48:00,2026-09-18 11:57:30.474397542,3,0,9.5
ORD-051107,PICK00477,2026-09-11 06:18:00,2026-09-11 06:30:29.338948602,6,1,12.5
ORD-051601,PICK00561,2026-09-07 16:10:00,2026-09-07 16:22:17.450573358,6,0,12.3
ORD-022428,PICK00149,2026-09-10 04:26:00,2026-09-10 04:37:18.342334926,3,0,11.3
ORD-041723,PICK01120,2026-09-10 18:52:00,2026-09-10 19:05:31.341660588,4,1,13.5
ORD-095341,PICK00921,2026-09-01 19:45:00,2026-09-01 19:57:54.357937686,3,0,12.9
ORD-082551,PICK00982,2026-09-29 14:17:00,2026-09-29 14:36:28.949808102,7,0,19.5
ORD-045480,PICK00129,2026-09-10 20:41:00,2026-09-10 20:58:53.240074476,6,0,17.9
ORD-010222,PICK00483,2026-09-20 12:37:00,2026-09-20 12:50:17.663824728,3,0,13.3
ORD-039248,PICK00174,2026-09-19 20:18:00,2026-09-19 20:27:10.371947430,5,0,9.2
ORD-031937,PICK00821,2026-09-26 10:25:00,2026-09-26 10:29:56.202887166,4,0,4.9
ORD-053726,PICK00588,2026-09-13 22:49:00,2026-09-13 23:03:04.916466714,5,0,14.1
ORD-050944,PICK01081,2026-09-21 12:26:00,2026-09-21 12:37:01.380361866,3,0,11.0
ORD-041960,PICK00433,2026-09-02 02:22:00,2026-09-02 02:43:21.438080430,10,0,21.4
ORD-023497,PICK00597,2026-09-27 20:10:00,2026-09-27 20:23:12.918723408,2,0,13.2
ORD-077058,PICK00574,2026-09-29 12:39:00,2026-09-29 12:55:28.651941246,6,0,16.5
ORD-016326,PICK00501,2026-09-01 22:26:00,2026-09-01 22:37:40.315256130,3,0,11.7
ORD-011816,PICK00244,2026-09-18 02:46:00,2026-09-18 02:50:31.360891883,1,1,4.5
ORD-018901,PICK00184,2026-09-06 10:04:00,2026-09-06 10:15:55.432476720,7,0,11.9
ORD-074601,PICK00829,2026-09-11 00:26:00,2026-09-11 00:50:53.586780414,8,0,24.9
ORD-088852,PICK00153,2026-09-20 09:33:00,2026-09-20 09:42:51.855285582,5,0,9.9
ORD-000210,PICK00726,2026-09-08 02:24:00,2026-09-08 02:29:15.925272864,3,0,5.3
ORD-056754,PICK01175,2026-09-03 14:37:00,2026-09-03 14:50:04.144414626,4,0,13.1
ORD-052314,PICK00953,2026-09-18 04:58:00,2026-09-18 05:02:23.027721054,5,0,4.4
ORD-030559,PICK00020,2026-09-01 16:50:00,2026-09-01 17:01:58.399041060,6,0,12.0
ORD-033775,PICK00060,2026-09-02 21:02:00,2026-09-02 21:17:04.917551430,4,0,15.1
ORD-015925,PICK00107,2026-09-28 05:19:00,2026-09-28 05:33:46.771585794,3,0,14.8
ORD-024881,PICK00111,2026-09-01 10:12:00,2026-09-01 10:33:32.352782718,7,0,21.5
ORD-085286,PICK00891,2026-09-29 06:11:00,2026-09-29 06:26:06.421369374,7,0,15.1
ORD-088563,PICK00903,2026-09-29 19:41:00,2026-09-29 19:49:55.512452670,4,0,8.9
ORD-052158,PICK00957,2026-09-02 13:59:00,2026-09-02 14:04:24.688340532,1,0,5.4
ORD-085877,PICK00701,2026-09-14 20:03:00,2026-09-14 20:09:48.128749836,2,0,6.8
ORD-071372,PICK00029,2026-09-14 10:37:00,2026-09-14 10:47:00.521109198,4,0,10.0
