employee_id,role,store_id,shift,tasks_completed,tasks_pending
EMP00585,Packer,ST044,Evening,48,1
EMP02326,Supervisor,ST020,Evening,56,5
EMP01339,Packer,ST068,Evening,47,7
EMP00674,Picker,ST003,Afternoon,38,4
EMP00795,Store Associate,ST095,Evening,46,7
EMP00567,Rider Coordinator,ST082,Afternoon,46,5
EMP02192,Store Associate,ST012,Afternoon,49,6
EMP00801,Picker,ST066,Morning,43,7
EMP02364,Picker,ST027,Night,36,9
EMP01435,Store Associate,ST031,Afternoon,44,5
EMP00385,Packer,ST093,Afternoon,54,10
EMP00906,Picker,ST071,Evening,53,6
EMP01171,Rider Coordinator,ST028,Afternoon,45,5
EMP00899,Picker,ST097,Morning,39,4
EMP00558,Picker,ST044,Morning,54,5
EMP01872,Rider Coordinator,ST047,Night,40,8
EMP00749,Packer,ST053,Morning,38,8
EMP00311,Picker,ST044,Afternoon,63,4
EMP00118,Rider Coordinator,ST080,Afternoon,42,6
EMP01399,Picker,ST053,Afternoon,60,6
EMP02208,Picker,ST052,Evening,58,8
EMP02015,Supervisor,ST040,Morning,51,12
EMP01599,Picker,ST048,Evening,46,9
EMP00937,Packer,ST038,Evening,45,3
EMP02330,Store Associate,ST075,Morning,61,7
EMP01977,Picker,ST061,Evening,41,5
EMP00306,Picker,ST031,Morning,47,12
EMP00710,Store Associate,ST025,Afternoon,46,6
EMP00696,Picker,ST045,Morning,60,6
EMP00704,Rider Coordinator,ST032,Afternoon,51,4
EMP01275,Supervisor,ST034,Evening,46,3
EMP01867,Picker,ST013,Afternoon,45,9
EMP00529,Picker,ST019,Evening,45,16
EMP00656,Packer,ST066,Afternoon,35,3
EMP00166,Picker,ST073,Evening,51,5
EMP02302,Picker,ST002,Evening,45,9
EMP00611,Picker,ST085,Morning,58,5
EMP00950,Picker,ST017,Morning,38,6
EMP01875,Picker,ST038,Evening,47,7
EMP01719,Store Associate,ST032,Evening,47,4
EMP01638,Picker,ST061,Morning,45,4
EMP01098,Picker,ST042,Evening,41,6
EMP01655,Picker,ST001,Morning,44,5
EMP01063,Picker,ST073,Evening,33,6
EMP00225,Picker,ST008,Evening,35,6
EMP00647,Store Associate,ST059,Afternoon,56,6
EMP00569,Supervisor,ST034,Evening,59,9
EMP00861,Packer,ST100,Afternoon,43,3
EMP00750,Store Associate,ST029,Afternoon,51,7
EMP02446,Packer,ST014,Afternoon,57,4
EMP00564,Packer,ST065,Evening,37,6
EMP00482,Picker,ST016,Morning,47,4
EMP01762,Picker,ST082,Afternoon,52,7
EMP01582,Store Associate,ST028,Afternoon,33,6
EMP00834,Store Associate,ST070,Morning,52,1
EMP01840,Store Associate,ST034,Evening,63,7
EMP00672,Picker,ST003,Afternoon,68,5
EMP01446,Rider Coordinator,ST077,Afternoon,55,2
EMP02226,Supervisor,ST029,Evening,48,5
EMP01818,Store Associate,ST028,Afternoon,51,4
EMP01582,Picker,ST036,Morning,41,1
EMP00365,Store Associate,ST082,Evening,48,7
EMP01858,Rider Coordinator,ST020,Morning,53,6
EMP01764,Picker,ST094,Afternoon,52,8
EMP01548,Packer,ST045,Afternoon,48,11
EMP01056,Picker,ST080,Morning,46,5
EMP01137,Rider Coordinator,ST003,Evening,45,7
EMP01919,Picker,ST017,Afternoon,34,7
EMP01112,Store Associate,ST035,Evening,46,3
EMP01490,Picker,ST013,Morning,52,8
EMP01473,Packer,ST011,Evening,48,8
EMP01069,Packer,ST003,Morning,42,3
EMP01558,Picker,ST083,Afternoon,51,6
EMP00329,Picker,ST044,Afternoon,50,9
EMP00439,Packer,ST013,Evening,57,10
EMP00064,Picker,ST084,Evening,42,10
EMP02278,Rider Coordinator,ST057,Morning,46,6
EMP02351,Picker,ST058,Afternoon,48,7
EMP01871,Rider Coordinator,ST032,Afternoon,62,3
EMP01487,Picker,ST002,Morning,54,5
EMP01774,Picker,ST100,Morning,42,11
EMP01507,Picker,ST016,Evening,56,8
EMP01743,Packer,ST093,Evening,45,7
EMP01225,Supervisor,ST007,Evening,44,4
EMP01003,Store Associate,ST052,Evening,39,6
EMP02055,Rider Coordinator,ST013,Evening,55,5
EMP02144,Rider Coordinator,ST100,Morning,46,6
EMP01986,Store Associate,ST076,Evening,59,4
EMP01024,Store Associate,ST042,Afternoon,56,6
EMP02315,Store Associate,ST056,Afternoon,45,8
EMP02295,Packer,ST047,Night,49,8
EMP00517,Store Associate,ST040,Night,47,3
EMP00054,Supervisor,ST031,Afternoon,64,4
EMP00135,Store Associate,ST087,Night,42,4
EMP00727,Store Associate,ST024,Night,57,5
EMP01153,Store Associate,ST064,Morning,50,3
EMP01771,Picker,ST080,Night,31,4
EMP00281,Packer,ST094,Evening,63,6
EMP00166,Picker,ST071,Evening,55,7
EMP01172,Supervisor,ST042,Afternoon,34,3
EMP02412,Picker,ST015,Afternoon,51,6
EMP01475,Rider Coordinator,ST046,Afternoon,43,11
EMP01443,Rider Coordinator,ST026,Evening,53,10
EMP00648,Picker,ST092,Night,46,6
EMP00790,Store Associate,ST020,Afternoon,51,5
EMP00154,Packer,ST100,Evening,46,5
EMP01620,Packer,ST055,Afternoon,57,4
EMP00868,Picker,ST077,Evening,45,3
EMP01731,Store Associate,ST043,Morning,53,8
EMP02436,Picker,ST042,Evening,47,6
EMP00610,Store Associate,ST052,Evening,61,14
EMP00496,Supervisor,ST099,Evening,33,2
EMP02009,Packer,ST024,Morning,46,11
EMP02078,Picker,ST013,Afternoon,46,7
EMP00063,Store Associate,ST022,Evening,48,9
EMP00873,Store Associate,ST054,Night,41,9
EMP00072,Supervisor,ST051,Morning,61,7
EMP00932,Packer,ST034,Afternoon,34,5
EMP01485,Picker,ST093,Night,60,6
EMP00575,Store Associate,ST014,Morning,43,7
EMP01038,Picker,ST057,Morning,46,7
EMP00732,Store Associate,ST081,Afternoon,37,7
EMP01971,Picker,ST094,Afternoon,55,8
EMP01405,Picker,ST043,Afternoon,51,7
EMP00005,Packer,ST093,Morning,41,9
EMP01780,Picker,ST056,Evening,51,8
EMP01394,Packer,ST008,Night,47,6
EMP01499,Store Associate,ST092,Evening,39,4
EMP01314,Packer,ST043,Morning,45,4
EMP01794,Picker,ST084,Afternoon,40,3
EMP00186,Packer,ST052,Night,43,5
EMP00620,Store Associate,ST006,Morning,57,6
EMP00011,Rider Coordinator,ST030,Night,48,8
EMP01436,Picker,ST061,Morning,46,3
EMP01379,Picker,ST019,Afternoon,51,6
EMP02465,Rider Coordinator,ST016,Morning,44,4
EMP00933,Store Associate,ST094,Afternoon,53,4
EMP01393,Supervisor,ST095,Evening,39,0
EMP00998,Store Associate,ST033,Evening,51,1
EMP02454,Picker,ST069,Afternoon,61,7
EMP00005,Rider Coordinator,ST058,Afternoon,48,11
EMP02294,Picker,ST001,Morning,49,7
EMP00508,Picker,ST056,Morning,48,6
EMP01115,Picker,ST072,Afternoon,45,9
EMP00888,Packer,ST094,Afternoon,59,5
EMP02075,Store Associate,ST075,Evening,35,10
EMP00537,Store Associate,ST051,Afternoon,46,11
EMP01949,Store Associate,ST099,Evening,43,3
EMP02070,Rider Coordinator,ST080,Afternoon,44,9
EMP01102,Picker,ST066,Night,51,8
EMP01811,Picker,ST049,Morning,44,6
EMP01317,Picker,ST082,Evening,51,7
EMP01209,Picker,ST045,Evening,58,1
EMP00484,Store Associate,ST044,Evening,37,7
EMP00983,Picker,ST081,Afternoon,51,8
EMP01572,Store Associate,ST077,Evening,53,7
EMP00300,Rider Coordinator,ST032,Afternoon,48,5
EMP00274,Picker,ST002,Night,43,1
EMP00923,Supervisor,ST063,Afternoon,56,7
EMP00658,Picker,ST002,Morning,59,4
EMP01955,Supervisor,ST002,Afternoon,49,6
EMP01382,Picker,ST065,Afternoon,48,6
EMP00420,Packer,ST024,Morning,41,8
EMP01284,Store Associate,ST057,Evening,51,7
EMP02187,Store Associate,ST001,Night,49,8
EMP01185,Packer,ST013,Evening,46,5
EMP01401,Packer,ST067,Night,45,6
EMP01643,Supervisor,ST009,Afternoon,63,12
EMP01202,Store Associate,ST053,Afternoon,46,6
EMP00178,Picker,ST094,Afternoon,38,11
EMP01092,Store Associate,ST015,Afternoon,48,6
EMP00127,Picker,ST051,Morning,53,13
EMP01242,Picker,ST055,Afternoon,48,8
EMP01543,Store Associate,ST090,Morning,48,9
EMP00536,Picker,ST032,Afternoon,49,4
EMP00886,Store Associate,ST079,Evening,49,4
EMP01168,Store Associate,ST081,Night,44,6
EMP02017,Picker,ST098,Morning,52,7
EMP00438,Store Associate,ST066,Evening,59,5
EMP00279,Store Associate,ST057,Evening,47,7
EMP00006,Store Associate,ST021,Morning,30,8
EMP01166,Picker,ST035,Afternoon,47,8
EMP00754,Packer,ST040,Afternoon,48,2
EMP01312,Picker,ST069,Night,54,11
EMP00022,Store Associate,ST065,Evening,57,2
EMP01320,Rider Coordinator,ST014,Evening,61,8
EMP01932,Packer,ST044,Morning,49,10
EMP01785,Rider Coordinator,ST091,Evening,39,1
EMP00717,Store Associate,ST090,Evening,53,4
EMP02400,Picker,ST061,Evening,49,3
EMP02251,Picker,ST077,Morning,56,6
EMP02433,Picker,ST029,Afternoon,48,13
EMP00804,Picker,ST066,Morning,47,3
EMP01084,Picker,ST026,Evening,57,8
EMP01714,Packer,ST015,Morning,63,9
EMP01120,Store Associate,ST050,Evening,56,5
EMP00511,Store Associate,ST093,Afternoon,48,4
EMP00270,Supervisor,ST013,Night,58,4
EMP00966,Packer,ST089,Afternoon,50,9
EMP00944,Store Associate,ST092,Afternoon,49,5
EMP02058,Packer,ST020,Evening,37,7
EMP01090,Supervisor,ST007,Evening,49,8
EMP01339,Picker,ST068,Evening,50,6
EMP01637,Supervisor,ST099,Morning,56,4
EMP00053,Store Associate,ST003,Evening,56,8
EMP00660,Store Associate,ST068,Evening,51,5
EMP00600,Picker,ST052,Morning,51,6
EMP01935,Picker,ST098,Night,47,11
EMP00173,Store Associate,ST013,Afternoon,51,9
EMP01663,Picker,ST060,Afternoon,50,6
EMP01678,Store Associate,ST071,Night,58,3
EMP01441,Packer,ST050,Afternoon,51,2
EMP00847,Rider Coordinator,ST089,Evening,48,9
EMP00315,Picker,ST041,Evening,46,3
EMP01616,Rider Coordinator,ST081,Afternoon,51,5
EMP00408,Store Associate,ST071,Night,49,4
EMP00478,Store Associate,ST021,Afternoon,47,8
EMP00619,Rider Coordinator,ST035,Morning,49,1
EMP01917,Store Associate,ST050,Afternoon,40,9
EMP00170,Picker,ST035,Evening,52,4
EMP02275,Picker,ST075,Night,53,4
EMP02196,Rider Coordinator,ST081,Evening,40,7
EMP02424,Picker,ST090,Evening,52,6
EMP00725,Packer,ST063,Evening,56,6
EMP00060,Packer,ST037,Afternoon,36,2
EMP02234,Store Associate,ST067,Afternoon,48,4
EMP01105,Packer,ST093,Afternoon,42,5
EMP01187,Store Associate,ST070,Afternoon,44,10
EMP00166,Store Associate,ST062,Night,53,6
EMP00598,Store Associate,ST011,Morning,54,2
EMP00758,Picker,ST011,Afternoon,56,9
EMP00149,Picker,ST023,Evening,54,4
EMP00999,Picker,ST094,Morning,53,5
EMP01751,Packer,ST003,Morning,46,1
EMP02161,Supervisor,ST039,Evening,46,7
EMP00671,Store Associate,ST043,Afternoon,43,4
EMP02339,Store Associate,ST051,Morning,46,6
EMP00681,Store Associate,ST007,Afternoon,46,5
EMP01691,Store Associate,ST063,Afternoon,49,3
EMP01308,Store Associate,ST075,Afternoon,52,10
EMP01440,Packer,ST054,Afternoon,43,3
EMP01034,Picker,ST018,Evening,34,9
EMP00630,Rider Coordinator,ST093,Evening,47,5
EMP02302,Packer,ST032,Evening,39,5
EMP00087,Picker,ST042,Evening,47,6
EMP00645,Picker,ST074,Morning,50,10
EMP01091,Picker,ST062,Morning,59,7
EMP01481,Rider Coordinator,ST039,Evening,62,3
EMP00982,Store Associate,ST051,Evening,60,7
EMP00064,Store Associate,ST043,Afternoon,43,4
EMP00698,Picker,ST039,Morning,59,7
EMP00705,Picker,ST048,Morning,51,5
EMP00916,Store Associate,ST019,Afternoon,33,10
EMP01219,Store Associate,ST030,Evening,53,6
EMP00902,Picker,ST021,Evening,57,8
EMP02299,Picker,ST021,Evening,49,6
EMP01771,Picker,ST025,Afternoon,47,8
EMP00612,Packer,ST039,Night,44,5
EMP01039,Store Associate,ST051,Morning,58,9
EMP01401,Packer,ST008,Afternoon,36,6
EMP01690,Store Associate,ST038,Evening,58,3
EMP00393,Rider Coordinator,ST021,Evening,43,5
EMP01901,Store Associate,ST073,Evening,38,2
EMP02142,Supervisor,ST025,Evening,51,8
EMP00495,Packer,ST045,Morning,59,6
EMP00427,Picker,ST092,Morning,46,7
EMP02214,Supervisor,ST024,Evening,44,6
EMP00575,Packer,ST089,Evening,63,4
EMP01134,Picker,ST074,Evening,49,3
EMP00572,Packer,ST043,Night,56,5
EMP00029,Picker,ST073,Afternoon,60,8
EMP00800,Supervisor,ST051,Morning,51,6
EMP02200,Packer,ST097,Afternoon,48,4
EMP00850,Packer,ST069,Morning,55,3
EMP00969,Packer,ST065,Afternoon,42,5
EMP02140,Packer,ST003,Morning,43,7
EMP00691,Packer,ST020,Evening,48,6
EMP00271,Supervisor,ST020,Afternoon,47,12
EMP01892,Store Associate,ST027,Morning,43,6
EMP00559,Store Associate,ST026,Evening,55,2
EMP00761,Rider Coordinator,ST030,Night,47,2
EMP01806,Picker,ST002,Morning,49,12
EMP01135,Store Associate,ST046,Evening,50,10
EMP00866,Supervisor,ST081,Morning,50,5
EMP02057,Picker,ST059,Evening,57,6
EMP00302,Picker,ST035,Afternoon,51,5
EMP01196,Picker,ST095,Afternoon,52,7
EMP01671,Store Associate,ST089,Evening,50,6
EMP01297,Picker,ST049,Evening,56,7
EMP02330,Picker,ST068,Evening,57,7
EMP01759,Store Associate,ST095,Evening,42,7
EMP01257,Picker,ST022,Morning,45,7
EMP01439,Rider Coordinator,ST014,Afternoon,43,8
EMP01226,Store Associate,ST006,Morning,46,5
EMP01905,Supervisor,ST018,Morning,46,4
EMP00920,Packer,ST009,Evening,40,9
EMP00116,Store Associate,ST032,Night,54,5
EMP01222,Packer,ST019,Afternoon,47,6
EMP00131,Packer,ST065,Evening,52,6
EMP00257,Packer,ST087,Afternoon,52,5
EMP02073,Store Associate,ST022,Evening,55,5
EMP01011,Store Associate,ST080,Morning,60,5
EMP00558,Store Associate,ST053,Afternoon,46,4
EMP02400,Store Associate,ST089,Morning,55,6
EMP01092,Packer,ST049,Night,42,6
EMP01130,Store Associate,ST068,Night,43,3
EMP01620,Store Associate,ST079,Evening,32,4
EMP00446,Picker,ST095,Night,36,5
EMP00272,Supervisor,ST014,Morning,44,8
EMP00821,Supervisor,ST048,Afternoon,42,5
EMP00392,Rider Coordinator,ST019,Evening,48,3
EMP02206,Supervisor,ST009,Evening,51,13
EMP01637,Store Associate,ST056,Morning,47,6
EMP01391,Packer,ST016,Afternoon,55,7
EMP00946,Store Associate,ST004,Evening,55,8
EMP00013,Supervisor,ST070,Evening,53,12
EMP00775,Picker,ST048,Afternoon,46,8
EMP02229,Packer,ST048,Evening,50,2
EMP01186,Store Associate,ST004,Evening,45,10
EMP00828,Packer,ST082,Evening,43,5
EMP01035,Picker,ST015,Night,55,7
EMP00266,Store Associate,ST054,Night,42,4
EMP00606,Picker,ST022,Afternoon,56,7
EMP00680,Packer,ST033,Afternoon,35,6
EMP01552,Store Associate,ST094,Afternoon,29,6
EMP01607,Picker,ST032,Morning,55,8
EMP01750,Picker,ST029,Evening,51,3
EMP01859,Picker,ST018,Afternoon,46,5
EMP00907,Store Associate,ST063,Morning,46,5
EMP01797,Picker,ST041,Morning,38,5
EMP00609,Picker,ST064,Night,41,7
EMP02406,Rider Coordinator,ST006,Morning,43,4
EMP01759,Picker,ST060,Evening,64,5
EMP00321,Packer,ST006,Morning,60,8
EMP00772,Store Associate,ST048,Evening,46,8
EMP01407,Supervisor,ST045,Evening,49,5
EMP00869,Picker,ST045,Afternoon,37,5
EMP00067,Supervisor,ST097,Morning,56,7
EMP01613,Store Associate,ST098,Morning,35,5
EMP02001,Rider Coordinator,ST088,Morning,45,7
EMP00323,Picker,ST013,Night,44,5
EMP00674,Picker,ST051,Morning,50,10
EMP00638,Packer,ST080,Evening,42,7
EMP01484,Store Associate,ST063,Afternoon,52,3
EMP02001,Picker,ST075,Evening,63,6
EMP00099,Picker,ST019,Night,53,7
EMP00737,Supervisor,ST038,Afternoon,47,7
EMP00986,Packer,ST073,Night,47,8
EMP01237,Packer,ST007,Evening,39,0
EMP02458,Packer,ST030,Night,37,2
EMP00249,Picker,ST069,Night,45,7
EMP01319,Packer,ST058,Evening,41,5
EMP00561,Supervisor,ST088,Evening,43,2
EMP00188,Supervisor,ST071,Night,49,10
EMP01482,Packer,ST040,Morning,45,4
EMP02352,Packer,ST064,Afternoon,54,3
EMP01075,Store Associate,ST099,Afternoon,50,8
EMP00280,Supervisor,ST027,Night,52,6
EMP00197,Packer,ST096,Evening,51,7
EMP01421,Packer,ST007,Afternoon,63,5
EMP02459,Picker,ST086,Evening,49,5
EMP00165,Store Associate,ST017,Afternoon,47,4
EMP01616,Store Associate,ST020,Afternoon,51,5
EMP00515,Picker,ST052,Morning,54,8
EMP01832,Supervisor,ST048,Evening,44,11
EMP01815,Packer,ST007,Evening,58,5
EMP02435,Picker,ST100,Afternoon,35,4
EMP01109,Packer,ST052,Morning,45,4
EMP01910,Store Associate,ST050,Afternoon,46,3
EMP01275,Rider Coordinator,ST069,Morning,58,5
EMP01200,Picker,ST026,Morning,49,11
EMP01304,Store Associate,ST048,Morning,46,6
EMP01513,Packer,ST010,Afternoon,46,7
EMP02288,Picker,ST018,Afternoon,42,4
EMP01918,Picker,ST099,Night,48,6
EMP02492,Picker,ST065,Morning,55,3
EMP01061,Packer,ST096,Evening,44,7
EMP02229,Packer,ST030,Evening,42,5
EMP00379,Packer,ST043,Night,53,8
EMP00713,Packer,ST024,Night,39,7
EMP00469,Packer,ST090,Evening,50,7
EMP00975,Store Associate,ST056,Evening,60,2
EMP02193,Picker,ST072,Morning,47,3
EMP01741,Packer,ST012,Evening,42,5
EMP01560,Supervisor,ST014,Afternoon,44,5
EMP00568,Picker,ST065,Afternoon,46,7
EMP02365,Picker,ST078,Afternoon,45,7
EMP02336,Picker,ST046,Afternoon,44,8
EMP00742,Packer,ST079,Morning,48,8
EMP01535,Packer,ST081,Afternoon,48,6
EMP01972,Supervisor,ST020,Evening,49,5
EMP01090,Packer,ST047,Evening,47,3
EMP00237,Rider Coordinator,ST087,Evening,47,5
EMP01638,Store Associate,ST042,Morning,37,6
EMP02364,Store Associate,ST008,Evening,41,5
EMP00596,Picker,ST065,Afternoon,60,5
EMP01818,Rider Coordinator,ST004,Morning,56,6
EMP02153,Picker,ST066,Evening,40,6
EMP01834,Store Associate,ST037,Evening,52,9
EMP02377,Picker,ST025,Afternoon,41,7
EMP00602,Picker,ST045,Night,50,5
EMP02133,Rider Coordinator,ST094,Evening,50,4
EMP01051,Packer,ST073,Evening,43,13
EMP02323,Store Associate,ST027,Afternoon,48,5
EMP01083,Store Associate,ST044,Evening,48,4
EMP01177,Picker,ST079,Evening,42,10
EMP01959,Picker,ST095,Night,55,4
EMP00756,Rider Coordinator,ST007,Evening,48,6
EMP00020,Store Associate,ST094,Afternoon,36,1
EMP00758,Picker,ST099,Afternoon,55,8
EMP01392,Packer,ST018,Evening,44,10
EMP02026,Picker,ST099,Morning,44,8
EMP00225,Supervisor,ST027,Afternoon,46,7
EMP00008,Picker,ST069,Morning,44,6
EMP02152,Supervisor,ST091,Afternoon,58,5
EMP00630,Store Associate,ST047,Morning,55,8
EMP00190,Packer,ST084,Evening,40,6
EMP00281,Picker,ST003,Afternoon,38,1
EMP01416,Packer,ST046,Evening,49,3
EMP01062,Picker,ST050,Evening,37,4
EMP00035,Picker,ST054,Evening,56,5
EMP01386,Packer,ST013,Afternoon,59,2
EMP00048,Packer,ST055,Afternoon,56,1
EMP00926,Picker,ST057,Morning,51,8
EMP01324,Supervisor,ST005,Night,56,6
EMP02199,Store Associate,ST036,Evening,48,4
EMP01130,Store Associate,ST007,Evening,42,5
EMP01091,Picker,ST061,Night,49,6
EMP00261,Supervisor,ST074,Evening,39,7
EMP01729,Packer,ST082,Morning,43,8
EMP00980,Rider Coordinator,ST004,Afternoon,43,7
EMP01425,Store Associate,ST068,Evening,49,5
EMP01003,Store Associate,ST012,Morning,50,6
EMP02452,Packer,ST011,Evening,54,6
EMP01048,Picker,ST034,Evening,48,5
EMP02167,Store Associate,ST070,Evening,48,3
EMP00456,Picker,ST041,Evening,45,5
EMP00689,Picker,ST058,Afternoon,47,10
EMP00505,Store Associate,ST034,Afternoon,43,2
EMP02152,Store Associate,ST081,Evening,42,9
EMP00382,Packer,ST039,Evening,56,8
EMP00565,Store Associate,ST078,Morning,44,6
EMP02265,Store Associate,ST068,Evening,50,8
EMP00058,Store Associate,ST091,Morning,53,5
EMP02390,Picker,ST074,Afternoon,41,8
EMP01030,Picker,ST032,Morning,32,3
EMP00326,Picker,ST059,Night,51,9
EMP00232,Packer,ST020,Night,30,6
EMP00027,Packer,ST029,Evening,42,2
EMP01066,Picker,ST087,Afternoon,44,10
EMP02146,Store Associate,ST038,Night,52,7
EMP01135,Picker,ST044,Evening,52,5
EMP00530,Store Associate,ST041,Afternoon,62,5
EMP02038,Store Associate,ST065,Evening,52,8
EMP00112,Picker,ST062,Evening,40,5
EMP02213,Packer,ST025,Afternoon,54,5
EMP01519,Picker,ST077,Evening,45,5
EMP01318,Packer,ST018,Evening,42,6
EMP02261,Store Associate,ST053,Evening,43,8
EMP02207,Picker,ST043,Afternoon,50,1
EMP00418,Picker,ST016,Afternoon,45,8
EMP00308,Store Associate,ST037,Afternoon,40,10
EMP01389,Picker,ST003,Afternoon,44,7
EMP01508,Store Associate,ST076,Evening,37,10
EMP01569,Store Associate,ST016,Evening,51,6
EMP00163,Store Associate,ST060,Morning,36,5
EMP00271,Store Associate,ST046,Evening,37,5
EMP00130,Rider Coordinator,ST006,Night,55,4
EMP00816,Packer,ST070,Afternoon,45,7
EMP00711,Store Associate,ST095,Morning,43,6
EMP00996,Packer,ST059,Evening,53,5
EMP00395,Store Associate,ST035,Afternoon,46,2
EMP00336,Picker,ST014,Afternoon,42,5
EMP00411,Packer,ST032,Night,48,6
EMP00675,Store Associate,ST014,Morning,47,6
EMP02464,Store Associate,ST088,Afternoon,38,8
EMP01356,Packer,ST054,Evening,38,3
EMP00013,Picker,ST036,Morning,67,8
EMP01865,Picker,ST042,Night,49,12
EMP01965,Supervisor,ST042,Evening,59,5
EMP02150,Supervisor,ST032,Evening,51,6
EMP00519,Picker,ST018,Afternoon,43,6
EMP01758,Store Associate,ST060,Morning,57,3
EMP01152,Store Associate,ST043,Evening,43,8
EMP01684,Supervisor,ST029,Afternoon,47,9
EMP01597,Picker,ST006,Afternoon,43,7
EMP00439,Store Associate,ST037,Night,29,6
EMP01878,Picker,ST029,Evening,44,6
EMP02378,Store Associate,ST027,Evening,44,4
EMP00335,Store Associate,ST049,Afternoon,52,7
EMP02333,Picker,ST032,Morning,45,4
EMP01783,Store Associate,ST088,Night,49,4
EMP01321,Packer,ST099,Afternoon,52,5
EMP02070,Rider Coordinator,ST027,Night,50,5
EMP01795,Rider Coordinator,ST015,Evening,40,11
EMP01182,Store Associate,ST080,Night,46,12
EMP00101,Store Associate,ST009,Afternoon,55,13
EMP00774,Picker,ST032,Morning,48,4
EMP02149,Picker,ST072,Afternoon,38,8
EMP02241,Picker,ST040,Morning,48,9
EMP00951,Picker,ST086,Evening,46,3
EMP00983,Packer,ST099,Evening,42,8
EMP00203,Rider Coordinator,ST073,Evening,34,3
EMP00089,Picker,ST071,Evening,47,8
EMP01583,Packer,ST062,Evening,53,5
EMP02434,Rider Coordinator,ST081,Afternoon,33,3
EMP01828,Packer,ST060,Afternoon,52,5
EMP01304,Picker,ST093,Morning,43,4
EMP00325,Packer,ST062,Evening,40,2
EMP02066,Store Associate,ST097,Morning,50,9
EMP01850,Store Associate,ST004,Afternoon,61,8
EMP01223,Store Associate,ST080,Afternoon,55,1
EMP00691,Store Associate,ST071,Morning,46,9
EMP00496,Picker,ST043,Afternoon,53,2
EMP01356,Supervisor,ST022,Morning,49,5
EMP02488,Store Associate,ST009,Afternoon,47,6
EMP01740,Picker,ST027,Afternoon,49,4
EMP00305,Packer,ST038,Evening,50,1
EMP02182,Picker,ST100,Evening,46,6
EMP00377,Supervisor,ST014,Afternoon,51,3
EMP02024,Store Associate,ST079,Afternoon,51,7
EMP00312,Supervisor,ST046,Afternoon,43,6
EMP00593,Store Associate,ST080,Afternoon,41,8
EMP00193,Picker,ST042,Afternoon,36,5
EMP01561,Rider Coordinator,ST090,Afternoon,53,3
EMP00870,Picker,ST063,Morning,49,4
EMP02353,Picker,ST094,Evening,51,3
EMP00813,Picker,ST074,Night,47,8
EMP00962,Store Associate,ST081,Afternoon,39,6
EMP00033,Picker,ST075,Evening,53,5
EMP01367,Rider Coordinator,ST062,Morning,53,6
EMP02111,Store Associate,ST003,Night,65,5
EMP00471,Packer,ST012,Night,44,3
EMP00134,Rider Coordinator,ST025,Morning,46,5
EMP02059,Store Associate,ST062,Night,49,6
EMP00385,Rider Coordinator,ST010,Evening,42,3
EMP01959,Picker,ST046,Evening,48,2
EMP00737,Picker,ST063,Afternoon,62,4
EMP01010,Store Associate,ST057,Afternoon,50,10
EMP00962,Supervisor,ST023,Evening,52,6
EMP01958,Store Associate,ST029,Evening,55,4
EMP01802,Store Associate,ST025,Afternoon,47,8
EMP00084,Picker,ST027,Morning,49,4
EMP01841,Picker,ST068,Evening,43,10
EMP00152,Rider Coordinator,ST060,Morning,60,6
EMP01112,Picker,ST047,Morning,44,5
EMP00828,Packer,ST047,Morning,72,6
EMP01931,Picker,ST078,Evening,53,6
EMP00247,Packer,ST005,Afternoon,43,4
EMP02128,Picker,ST023,Night,56,5
EMP01982,Picker,ST028,Afternoon,62,3
EMP01285,Packer,ST069,Evening,43,5
EMP00313,Packer,ST035,Morning,53,10
EMP00745,Packer,ST081,Evening,49,6
EMP01398,Picker,ST063,Morning,62,5
EMP01820,Rider Coordinator,ST036,Evening,61,7
EMP00426,Picker,ST091,Afternoon,48,8
EMP01736,Picker,ST049,Evening,42,2
EMP00406,Store Associate,ST089,Evening,46,9
EMP01245,Rider Coordinator,ST084,Evening,55,6
EMP01459,Rider Coordinator,ST084,Night,53,10
EMP00248,Picker,ST053,Afternoon,49,5
EMP01150,Store Associate,ST020,Evening,57,4
EMP00584,Picker,ST018,Afternoon,55,4
EMP00946,Picker,ST048,Evening,60,4
EMP02195,Store Associate,ST068,Afternoon,58,8
EMP01495,Store Associate,ST055,Evening,42,9
EMP01628,Picker,ST038,Evening,56,5
EMP01399,Packer,ST042,Afternoon,43,6
EMP00340,Store Associate,ST098,Morning,33,1
EMP01674,Packer,ST025,Afternoon,52,7
EMP00979,Rider Coordinator,ST064,Evening,32,13
EMP00197,Picker,ST054,Afternoon,47,10
EMP01842,Picker,ST031,Afternoon,49,5
EMP01672,Store Associate,ST035,Afternoon,43,6
EMP01799,Store Associate,ST073,Evening,47,9
EMP02122,Packer,ST028,Morning,49,7
EMP00382,Rider Coordinator,ST083,Evening,40,4
EMP02184,Supervisor,ST094,Evening,40,10
EMP00510,Packer,ST078,Evening,43,4
EMP00504,Picker,ST062,Afternoon,52,5
EMP02411,Packer,ST094,Night,52,4
EMP00750,Store Associate,ST016,Afternoon,38,6
EMP02315,Store Associate,ST080,Afternoon,45,4
EMP01551,Picker,ST050,Evening,50,5
EMP00549,Store Associate,ST091,Afternoon,51,6
EMP00311,Store Associate,ST002,Evening,45,6
EMP01827,Store Associate,ST078,Evening,47,6
EMP02254,Store Associate,ST042,Afternoon,55,5
